MSN,YYYYMM,Value,Column_Order,Description,Unit
CCNIBUS,197710,0.003993,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197711,0.000794,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197712,0.005307,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197713,0.014582,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197801,0.001353,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197802,0.000792,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197803,0.005017,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197804,0.011542,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197805,0.024018,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197806,0.00884,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197807,0.014028,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197808,0.012862,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197809,0.011219,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197810,0.014318,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197811,0.012003,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197812,0.008733,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197813,0.124726,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197901,0.003836,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197902,0.002971,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197903,0.001955,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197904,0.004957,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197905,0.010959,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197906,0.009193,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197907,0.007707,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197908,0.008548,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197909,0.007749,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197910,0.003457,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197911,-9.10E-05,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197912,0.001605,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,197913,0.062845,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198001,0.003275,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198002,-0.000522,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198003,-0.003243,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198004,-0.00467,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198005,-0.005253,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198006,-0.003941,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198007,-0.004256,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198008,-0.003093,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198009,-0.004043,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198010,-0.006002,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198011,-0.002192,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198012,-0.001091,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198013,-0.03503,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198101,-0.000383,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198102,-0.000889,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198103,-0.002505,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198104,-0.001267,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198105,4.20E-05,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198106,-0.004222,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198107,0.000248,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198108,0.000274,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198109,-0.001732,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198110,-0.002648,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198111,0.000162,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198112,-0.00303,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198113,-0.015949,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198201,-0.000413,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198202,-0.001419,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198203,-0.002013,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198204,-0.000693,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198205,-0.002454,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198206,-0.003615,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198207,-0.003035,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198208,-0.001331,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198209,-0.003182,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198210,-0.001374,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198211,-0.001451,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198212,-0.000676,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198213,-0.021656,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198301,-0.001358,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198302,-0.001054,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198303,-0.000737,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198304,-0.002343,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198305,-0.001672,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198306,-0.000865,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198307,-0.001614,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198308,-0.000611,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198309,-0.000945,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198310,-0.000742,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198311,-0.000951,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198312,-0.002745,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198313,-0.015636,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198401,0.000756,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198402,0.002017,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198403,-0.000975,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198404,-0.000433,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198405,-0.000569,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198406,-0.00244,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198407,-0.000934,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198408,-0.001926,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198409,-0.000439,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198410,-0.003422,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198411,-0.00258,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198412,-0.000543,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198413,-0.011488,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198501,0.000449,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198502,0.001434,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198503,0.00011,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198504,0.000519,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198505,-0.003021,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198506,-0.002135,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198507,-0.001682,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198508,-0.001357,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198509,-0.002795,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198510,-0.001256,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198511,-0.00275,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198512,-0.00101,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198513,-0.013492,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198601,-4.70E-05,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198602,-0.000298,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198603,-0.000871,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198604,-0.000414,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198605,-0.002656,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198606,0.00014,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198607,-0.001716,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198608,-0.005696,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198609,-0.000417,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198610,-0.000593,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198611,-0.003465,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198612,-0.000723,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198613,-0.016754,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198701,-0.001103,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198702,0.000982,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198703,-0.00159,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198704,0.000421,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198705,0.000436,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198706,0.001509,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198707,0.000266,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198708,0.000639,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198709,0.003844,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198710,0.002093,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198711,0.002563,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198712,-0.00143,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198713,0.00863,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198801,0.003234,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198802,0.001732,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198803,0.005755,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198804,0.004149,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198805,-0.001557,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198806,0.004725,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198807,0.006793,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198808,0.003292,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198809,0.003039,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198810,0.004347,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198811,0.000991,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198812,0.003051,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198813,0.039551,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198901,0.007314,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198902,0.002171,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198903,0.00326,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198904,0.006886,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198905,0.005679,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198906,0.004064,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198907,0.003668,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198908,0.002516,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198909,0.001558,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198910,-0.0036,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198911,-0.001128,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198912,-0.001982,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,198913,0.030404,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199001,0.000244,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199002,0.000112,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199003,0.000524,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199004,-0.000792,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199005,0.000177,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199006,0.000719,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199007,0.003235,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199008,-0.000774,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199009,0.00098,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199010,0.000562,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199011,-0.001043,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199012,0.000834,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199013,0.004778,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199101,0.001622,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199102,0.001805,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199103,0.001532,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199104,0.000673,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199105,0.000539,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199106,-0.001453,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199107,0.002839,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199108,-0.002086,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199109,0.003618,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199110,-0.000682,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199111,0.001187,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199112,9.40E-05,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199113,0.009688,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199201,0.003699,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199202,0.002492,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199203,0.00327,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199204,0.003086,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199205,0.001898,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199206,0.00387,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199207,0.001795,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199208,0.002591,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199209,0.002841,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199210,0.002991,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199211,0.001222,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199212,0.004868,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199213,0.034625,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199301,0.003899,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199302,3.70E-05,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199303,0.002609,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199304,0.002955,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199305,0.001594,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199306,0.003409,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199307,-0.001054,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199308,0.004571,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199309,-0.001663,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199310,0.005165,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199311,0.000654,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199312,0.004935,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199313,0.02711,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199401,0.005754,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199402,0.001414,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199403,0.004885,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199404,0.005679,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199405,0.005591,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199406,0.004928,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199407,0.004586,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199408,0.004734,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199409,0.006106,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199410,0.007628,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199411,0.003304,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199412,0.00372,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199413,0.058329,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199501,0.002626,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199502,0.006405,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199503,0.006946,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199504,0.002427,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199505,0.00756,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199506,0.002658,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199507,0.004669,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199508,0.004538,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199509,0.007604,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199510,0.005043,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199511,0.006606,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199512,0.00398,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199513,0.061061,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199601,0.004855,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199602,0.003891,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199603,0.005383,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199604,0.00338,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199605,0.001577,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199606,0.000255,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199607,0.001487,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199608,-0.002718,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199609,0.001632,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199610,0.001338,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199611,0.002582,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199612,-0.000852,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199613,0.022811,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199701,0.00368,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199702,0.002973,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199703,0.003088,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199704,0.003584,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199705,0.002413,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199706,0.004079,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199707,0.0055,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199708,0.008634,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199709,-0.000692,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199710,0.00547,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199711,0.002039,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199712,0.005672,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199713,0.04644,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199801,0.008027,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199802,0.003148,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199803,0.002935,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199804,0.004028,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199805,0.004663,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199806,0.008541,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199807,0.006757,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199808,0.009707,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199809,0.006352,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199810,0.007467,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199811,0.003649,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199812,0.001821,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199813,0.067095,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199901,0.005314,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199902,0.002269,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199903,0.006959,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199904,0.009365,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199905,0.002792,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199906,0.001844,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199907,0.003111,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199908,0.00599,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199909,0.001693,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199910,0.003821,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199911,0.008676,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199912,0.005858,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,199913,0.057692,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200001,0.004055,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200002,0.00739,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200003,0.005781,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200004,0.006129,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200005,0.007742,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200006,0.004258,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200007,0.0055,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200008,0.007913,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200009,0.006968,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200010,0.005662,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200011,0.003691,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200012,0.000276,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200013,0.065363,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200101,0.002887,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200102,0.001919,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200103,0.002702,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200104,0.005009,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200105,0.003453,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200106,0.002443,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200107,-0.000114,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200108,0.002377,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200109,0.000423,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200110,0.004098,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200111,0.001743,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200112,0.002321,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200113,0.02926,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200201,-0.000331,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200202,0.00284,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200203,0.007874,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200204,-0.001164,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200205,0.004249,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200206,0.002409,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200207,0.009233,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200208,0.007226,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200209,0.008532,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200210,0.006314,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200211,0.010256,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200212,0.00332,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200213,0.060758,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200301,0.001297,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200302,0.013472,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200303,0.00352,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200304,0.003969,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200305,0.001813,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200306,0.003729,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200307,0.004723,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200308,0.00095,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200309,0.003634,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200310,0.004114,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200311,0.003068,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200312,0.006227,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200313,0.050515,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200401,0.004054,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200402,0.009217,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200403,0.009549,2,Coal Coke Net Imports,Quadrillion Btu
CCNIBUS,200404,0.023597,2,Coal Coke Net Imports,Quadrillion Btu
